"GeneID","Gene Name","Gene Category","Gene Class","DHS Support"
"ENSG00000261609.3","GAN","mRNA","protein coding mRNAs","promoter"
"ENSG00000261603.1","PRSS46","others","protein coding mRNAs","no"
"ENSG00000261594.3","TPBGL","mRNA","protein coding mRNAs","promoter"
"ENSG00000261567.1","RP11-680G10.1","others","protein coding mRNAs","enhancer"
"ENSG00000261514.1","RP11-527L4.2","others","protein coding mRNAs","dyadic"
"ENSG00000261459.1","ZNF747","mRNA","protein coding mRNAs","promoter"
"ENSG00000261427.2","CTD-2349B8.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000261359.2","C16orf98","mRNA","protein coding mRNAs","promoter"
"ENSG00000261272.1","MUC22","others","protein coding mRNAs","no"
"ENSG00000261221.1","ZNF865","mRNA","protein coding mRNAs","promoter"
"ENSG00000261210.1","CLEC19A","others","protein coding mRNAs","no"
"ENSG00000261190.1","C16orf97","others","protein coding mRNAs","no"
"ENSG00000261147.1","RP11-697E2.6","mRNA","protein coding mRNAs","promoter"
"ENSG00000261130.1","RP11-1021N1.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000261115.1","TMEM178B","mRNA","protein coding mRNAs","promoter"
"ENSG00000260916.1","CCPG1","mRNA","protein coding mRNAs","promoter"
"ENSG00000260914.2","RP11-343C2.11","others","protein coding mRNAs","no"
"ENSG00000260903.2","XKR7","mRNA","protein coding mRNAs","promoter"
"ENSG00000260869.1","AC002310.13","mRNA","protein coding mRNAs","promoter"
"ENSG00000260861.2","RP4-576H24.4","others","protein coding mRNAs","enhancer"
"ENSG00000260851.2","RP11-403P17.5","others","protein coding mRNAs","no"
"ENSG00000260836.1","RP11-152F13.10","others","protein coding mRNAs","dyadic"
"ENSG00000260548.1","RP6-24A23.6","mRNA","protein coding mRNAs","promoter"
"ENSG00000260537.1","RP11-529K1.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000260456.2","C16orf95","mRNA","protein coding mRNAs","promoter"
"ENSG00000260415.3","AC068987.1","others","protein coding mRNAs","no"
"ENSG00000260371.1","RP11-343C2.9","others","protein coding mRNAs","enhancer"
"ENSG00000260362.1","RP11-297M9.1","others","protein coding mRNAs","no"
"ENSG00000260342.2","RP11-1035H13.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000260300.1","RP11-505K9.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000260286.1","RP3-369A17.5","others","protein coding mRNAs","enhancer"
"ENSG00000260272.1","RP11-20I23.1","others","protein coding mRNAs","dyadic"
"ENSG00000260259.1","RP11-368I7.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000260240.1","RP11-105C20.2","others","protein coding mRNAs","no"
"ENSG00000260238.1","PMF1-BGLAP","mRNA","protein coding mRNAs","promoter"
"ENSG00000260230.2","FRRS1L","mRNA","protein coding mRNAs","promoter"
"ENSG00000260170.1","RP11-96O20.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000260027.3","HOXB7","mRNA","protein coding mRNAs","promoter"
"ENSG00000260007.1","RP11-315D16.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000260001.2","TGFBR3L","mRNA","protein coding mRNAs","promoter"
"ENSG00000259900.1","RP11-343C2.7","mRNA","protein coding mRNAs","promoter"
"ENSG00000259803.2","SLC22A31","mRNA","protein coding mRNAs","promoter"
"ENSG00000259784.1","ATP6C","mRNA","protein coding mRNAs","promoter"
"ENSG00000259753.1","ITGB3","mRNA","protein coding mRNAs","promoter"
"ENSG00000259680.4","RP11-812E19.9","others","protein coding mRNAs","no"
"ENSG00000259642.1","C15orf37","mRNA","protein coding mRNAs","promoter"
"ENSG00000259529.1","RP11-468E2.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000259522.1","RP11-468E2.2","others","protein coding mRNAs","no"
"ENSG00000259518.1","RP11-597K23.2","others","protein coding mRNAs","enhancer"
"ENSG00000259517.1","RP11-324D17.1","others","protein coding mRNAs","no"
"ENSG00000259511.1","RP11-182J1.16","others","protein coding mRNAs","no"
"ENSG00000259495.1","RP11-210M15.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000259494.1","MRPL46","mRNA","protein coding mRNAs","promoter"
"ENSG00000259471.1","RP11-321F6.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000259431.1","THTPA","mRNA","protein coding mRNAs","promoter"
"ENSG00000259399.1","TGIF2-C20orf24","mRNA","protein coding mRNAs","promoter"
"ENSG00000259384.2","GH1","others","protein coding mRNAs","no"
"ENSG00000259371.1","RP11-468E2.6","mRNA","protein coding mRNAs","promoter"
"ENSG00000259363.1","CTD-2054N24.2","others","protein coding mRNAs","no"
"ENSG00000259332.2","ST20-MTHFS","mRNA","protein coding mRNAs","promoter"
"ENSG00000259316.3","CTD-2116N17.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000259305.1","ZHX1-C8ORF76","mRNA","protein coding mRNAs","promoter"
"ENSG00000259303.4","IGHV2OR16-5","others","protein coding mRNAs","no"
"ENSG00000259288.1","RP11-133K1.2","others","protein coding mRNAs","dyadic"
"ENSG00000259207.3","ITGB3","mRNA","protein coding mRNAs","promoter"
"ENSG00000259202.1","RP11-342M21.2","others","protein coding mRNAs","enhancer"
"ENSG00000259171.1","AL163636.6","mRNA","protein coding mRNAs","promoter"
"ENSG00000259164.1","RP11-463C8.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000259159.1","MFRP","others","protein coding mRNAs","enhancer"
"ENSG00000259133.1","RP11-1085N6.3","others","protein coding mRNAs","enhancer"
"ENSG00000259132.1","RP11-298I3.5","mRNA","protein coding mRNAs","promoter"
"ENSG00000259120.2","SMIM6","others","protein coding mRNAs","enhancer"
"ENSG00000259112.1","NDUFC2-KCTD14","mRNA","protein coding mRNAs","promoter"
"ENSG00000259092.1","TRAV30","others","protein coding mRNAs","enhancer"
"ENSG00000259075.2","POC1B-GALNT4","mRNA","protein coding mRNAs","promoter"
"ENSG00000259066.1","RP11-371E8.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000259060.2","RNASE11","others","protein coding mRNAs","no"
"ENSG00000259040.3","BLOC1S5-TXNDC5","mRNA","protein coding mRNAs","promoter"
"ENSG00000259030.2","FPGT-TNNI3K","mRNA","protein coding mRNAs","promoter"
"ENSG00000259024.2","TVP23C-CDRT4","mRNA","protein coding mRNAs","promoter"
"ENSG00000259003.1","AE000662.92","others","protein coding mRNAs","enhancer"
"ENSG00000258989.1","RP11-47I22.4","others","protein coding mRNAs","enhancer"
"ENSG00000258986.2","TMEM179","mRNA","protein coding mRNAs","promoter"
"ENSG00000258984.1","UBE2F-SCLY","mRNA","protein coding mRNAs","promoter"
"ENSG00000258973.1","RP11-934B9.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258947.2","TUBB3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258945.1","RP11-497E19.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000258941.2","RP11-407N17.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258890.2","CEP95","mRNA","protein coding mRNAs","promoter"
"ENSG00000258881.2","AC007040.11","mRNA","protein coding mRNAs","promoter"
"ENSG00000258875.1","CTD-2547L24.3","others","protein coding mRNAs","dyadic"
"ENSG00000258873.2","DUXA","others","protein coding mRNAs","no"
"ENSG00000258869.1","RP11-204N11.1","others","protein coding mRNAs","enhancer"
"ENSG00000258864.1","CTC-554D6.1","others","protein coding mRNAs","no"
"ENSG00000258839.2","MC1R","others","protein coding mRNAs","dyadic"
"ENSG00000258838.1","ERCC6-PGBD3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258830.1","RP11-123K3.4","others","protein coding mRNAs","no"
"ENSG00000258818.2","RNASE4","mRNA","protein coding mRNAs","promoter"
"ENSG00000258792.1","RP11-944C7.1","others","protein coding mRNAs","dyadic"
"ENSG00000258790.1","KIAA0391","mRNA","protein coding mRNAs","promoter"
"ENSG00000258740.1","RP11-293M10.1","others","protein coding mRNAs","enhancer"
"ENSG00000258728.1","GALT","others","protein coding mRNAs","dyadic"
"ENSG00000258724.1","SOX7","mRNA","protein coding mRNAs","promoter"
"ENSG00000258713.2","C20orf141","others","protein coding mRNAs","enhancer"
"ENSG00000258708.1","SLC25A21-AS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000258691.1","RP11-404P21.8","mRNA","protein coding mRNAs","promoter"
"ENSG00000258677.2","RP11-463D19.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000258674.5","CTC-260F20.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258664.1","IFRG15","others","protein coding mRNAs","no"
"ENSG00000258659.2","TRIM34","mRNA","protein coding mRNAs","promoter"
"ENSG00000258653.3","RP5-1021I20.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000258643.1","BCL2L2-PABPN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000258588.2","TRIM6-TRIM34","mRNA","protein coding mRNAs","promoter"
"ENSG00000258572.1","RP11-1070N10.3","others","protein coding mRNAs","dyadic"
"ENSG00000258555.2","SPECC1L-ADORA2A","mRNA","protein coding mRNAs","promoter"
"ENSG00000258539.1","RP11-12J10.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000258529.1","ALG9","mRNA","protein coding mRNAs","promoter"
"ENSG00000258512.1","RP11-796G6.2","others","protein coding mRNAs","enhancer"
"ENSG00000258484.3","SPESP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000258474.1","RP11-187E13.1","others","protein coding mRNAs","enhancer"
"ENSG00000258472.4","RP11-192H23.4","others","protein coding mRNAs","dyadic"
"ENSG00000258466.1","RP11-1012A1.4","others","protein coding mRNAs","no"
"ENSG00000258465.2","DCAF8","mRNA","protein coding mRNAs","promoter"
"ENSG00000258429.1","PDF","mRNA","protein coding mRNAs","promoter"
"ENSG00000258417.2","OC90","others","protein coding mRNAs","no"
"ENSG00000258405.5","ZNF578","mRNA","protein coding mRNAs","promoter"
"ENSG00000258388.3","PPT2-EGFL8","mRNA","protein coding mRNAs","promoter"
"ENSG00000258386.1","RP11-187E13.2","others","protein coding mRNAs","enhancer"
"ENSG00000258366.3","RTEL1","mRNA","protein coding mRNAs","promoter"
"ENSG00000258315.1","C17orf49","mRNA","protein coding mRNAs","promoter"
"ENSG00000258311.1","RP11-644F5.10","others","protein coding mRNAs","dyadic"
"ENSG00000258289.3","CHURC1","mRNA","protein coding mRNAs","promoter"
"ENSG00000258256.1","RP11-219B4.5","mRNA","protein coding mRNAs","promoter"
"ENSG00000258231.1","RP11-362K2.2","others","protein coding mRNAs","enhancer"
"ENSG00000258227.2","CLEC5A","others","protein coding mRNAs","enhancer"
"ENSG00000258223.2","PRSS58","others","protein coding mRNAs","no"
"ENSG00000258064.1","RP11-293I14.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000258052.1","AC025263.3","others","protein coding mRNAs","no"
"ENSG00000257987.1","LINC00935","others","protein coding mRNAs","no"
"ENSG00000257950.3","P2RX5-TAX1BP3","mRNA","protein coding mRNAs","promoter"
"ENSG00000257949.2","TEN1","mRNA","protein coding mRNAs","promoter"
"ENSG00000257923.5","CUX1","mRNA","protein coding mRNAs","promoter"
"ENSG00000257921.1","RP11-571M6.15","mRNA","protein coding mRNAs","promoter"
"ENSG00000257860.1","RP11-552I14.1","others","protein coding mRNAs","no"
"ENSG00000257767.2","RP11-162P23.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000257743.4","RP11-1220K2.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000257727.1","CNPY2","mRNA","protein coding mRNAs","promoter"
"ENSG00000257704.2","PRR24","mRNA","protein coding mRNAs","promoter"
"ENSG00000257599.1","OVCH1-AS1","others","protein coding mRNAs","no"
"ENSG00000257594.2","GALNT4","mRNA","protein coding mRNAs","promoter"
"ENSG00000257591.1","ZNF625","mRNA","protein coding mRNAs","promoter"
"ENSG00000257545.1","RP11-144F15.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000257529.1","RPL36A-HNRNPH2","mRNA","protein coding mRNAs","promoter"
"ENSG00000257482.3","ZNF727","mRNA","protein coding mRNAs","promoter"
"ENSG00000257446.2","ZNF878","mRNA","protein coding mRNAs","promoter"
"ENSG00000257411.1","RP11-603J24.9","others","protein coding mRNAs","no"
"ENSG00000257390.1","RP11-762I7.5","mRNA","protein coding mRNAs","promoter"
"ENSG00000257365.3","FNTB","mRNA","protein coding mRNAs","promoter"
"ENSG00000257355.1","CTD-2006C1.10","mRNA","protein coding mRNAs","promoter"
"ENSG00000257341.1","CRIP1","others","protein coding mRNAs","dyadic"
"ENSG00000257335.4","MGAM","others","protein coding mRNAs","enhancer"
"ENSG00000257327.1","RP11-650K20.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000257315.1","ZBED6","mRNA","protein coding mRNAs","promoter"
"ENSG00000257242.2","C12orf79","mRNA","protein coding mRNAs","promoter"
"ENSG00000257218.1","GATC","mRNA","protein coding mRNAs","promoter"
"ENSG00000257184.2","RP1-170O19.20","mRNA","protein coding mRNAs","promoter"
"ENSG00000257108.1","NHLRC4","others","protein coding mRNAs","enhancer"
"ENSG00000257103.4","LSM14A","mRNA","protein coding mRNAs","promoter"
"ENSG00000257093.2","KIAA1147","mRNA","protein coding mRNAs","promoter"
"ENSG00000257065.1","RP3-468K18.5","others","protein coding mRNAs","enhancer"
"ENSG00000257046.1","LST3","others","protein coding mRNAs","no"
"ENSG00000257028.1","C15ORF37","mRNA","protein coding mRNAs","promoter"
"ENSG00000257017.4","HP","others","protein coding mRNAs","no"
"ENSG00000256980.4","KHDC1L","others","protein coding mRNAs","no"
"ENSG00000256977.6","LIMS3","others","protein coding mRNAs","no"
"ENSG00000256966.2","RP11-613M10.8","mRNA","protein coding mRNAs","promoter"
"ENSG00000256950.2","RP11-87C12.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000256892.1","MTRNR2L7","others","protein coding mRNAs","no"
"ENSG00000256870.2","SLC5A8","mRNA","protein coding mRNAs","promoter"
"ENSG00000256861.1","RP11-512M8.5","mRNA","protein coding mRNAs","promoter"
"ENSG00000256825.4","CTD-2140B24.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000256812.1","CAPNS2","others","protein coding mRNAs","dyadic"
"ENSG00000256797.1","KLRF2","others","protein coding mRNAs","enhancer"
"ENSG00000256771.2","ZNF253","mRNA","protein coding mRNAs","promoter"
"ENSG00000256683.2","ZNF350","mRNA","protein coding mRNAs","promoter"
"ENSG00000256660.1","CLEC12B","others","protein coding mRNAs","enhancer"
"ENSG00000256646.3","PSMA2","mRNA","protein coding mRNAs","promoter"
"ENSG00000256632.3","RP13-672B3.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000256618.1","MTRNR2L1","others","protein coding mRNAs","no"
"ENSG00000256591.1","RP11-286N22.8","mRNA","protein coding mRNAs","promoter"
"ENSG00000256590.2","TRDV3","others","protein coding mRNAs","enhancer"
"ENSG00000256566.1","RP4-734P14.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000256553.1","TRAV1-2","others","protein coding mRNAs","enhancer"
"ENSG00000256530.1","AC019294.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000256525.2","POLG2","mRNA","protein coding mRNAs","promoter"
"ENSG00000256500.5","RP11-73M18.2","mRNA","protein coding mRNAs","promoter"
"ENSG00000256463.4","SALL3","mRNA","protein coding mRNAs","promoter"
"ENSG00000256453.1","DND1","others","protein coding mRNAs","no"
"ENSG00000256407.1","RP11-446E24.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000256394.2","ASIC5","others","protein coding mRNAs","no"
"ENSG00000256349.1","CTD-3074O7.11","others","protein coding mRNAs","enhancer"
"ENSG00000256316.1","HIST1H3F","mRNA","protein coding mRNAs","promoter"
"ENSG00000256294.3","ZNF225","mRNA","protein coding mRNAs","promoter"
"ENSG00000256269.2","HMBS","mRNA","protein coding mRNAs","promoter"
"ENSG00000256235.1","SMIM3","mRNA","protein coding mRNAs","promoter"
"ENSG00000256229.3","ZNF486","mRNA","protein coding mRNAs","promoter"
"ENSG00000256223.1","ZNF10","mRNA","protein coding mRNAs","promoter"
"ENSG00000256222.1","MTRNR2L3","others","protein coding mRNAs","no"
"ENSG00000256206.2","PSMA1","mRNA","protein coding mRNAs","promoter"
"ENSG00000256162.2","SMLR1","others","protein coding mRNAs","dyadic"
"ENSG00000256100.1","AP000721.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000256087.2","ZNF432","mRNA","protein coding mRNAs","promoter"
"ENSG00000256073.2","C21orf119","mRNA","protein coding mRNAs","promoter"
"ENSG00000256061.3","DYX1C1","mRNA","protein coding mRNAs","promoter"
"ENSG00000256060.2","TRAPPC2P1","mRNA","protein coding mRNAs","promoter"
"ENSG00000256053.3","APOPT1","mRNA","protein coding mRNAs","promoter"
"ENSG00000256045.1","MTRNR2L10","others","protein coding mRNAs","no"
"ENSG00000256043.2","CTSO","mRNA","protein coding mRNAs","promoter"
"ENSG00000256040.1","PAPPA-AS1","others","protein coding mRNAs","no"
"ENSG00000256029.1","RP11-190A12.7","others","protein coding mRNAs","enhancer"
"ENSG00000256018.1","HIST1H3G","mRNA","protein coding mRNAs","promoter"
"ENSG00000255974.2","CYP2A6","others","protein coding mRNAs","no"
"ENSG00000255874.1","LINC00346","others","protein coding mRNAs","dyadic"
"ENSG00000255872.3","RP11-613M10.9","mRNA","protein coding mRNAs","promoter"
"ENSG00000255863.1","AC073610.5","others","protein coding mRNAs","enhancer"
"ENSG00000255835.1","RP4-559A3.7","mRNA","protein coding mRNAs","promoter"
"ENSG00000255833.1","TIFAB","others","protein coding mRNAs","no"
"ENSG00000255823.1","MTRNR2L8","others","protein coding mRNAs","no"
"ENSG00000255819.2","KLRC4-KLRK1","others","protein coding mRNAs","enhancer"
"ENSG00000255767.1","RP13-512J5.1","others","protein coding mRNAs","no"
"ENSG00000255737.2","AGAP2-AS1","mRNA","protein coding mRNAs","promoter"
"ENSG00000255730.2","CTC-435M10.3","mRNA","protein coding mRNAs","promoter"
"ENSG00000255663.1","RP11-212D19.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000255641.1","NKG2-E","others","protein coding mRNAs","enhancer"
"ENSG00000255639.2","RP11-234B24.6","mRNA","protein coding mRNAs","promoter"
"ENSG00000255633.3","MTRNR2L9","others","protein coding mRNAs","no"
"ENSG00000255622.1","PCDHB17","mRNA","protein coding mRNAs","promoter"
"ENSG00000255587.3","RAB44","others","protein coding mRNAs","dyadic"
"ENSG00000255569.1","TRAV1-1","others","protein coding mRNAs","no"
"ENSG00000255561.2","FDXACB1","mRNA","protein coding mRNAs","promoter"
"ENSG00000255552.3","LY6G6E","others","protein coding mRNAs","enhancer"
"ENSG00000255537.1","AP000708.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000255529.3","POLR2M","mRNA","protein coding mRNAs","promoter"
"ENSG00000255526.2","NEDD8-MDP1","mRNA","protein coding mRNAs","promoter"
"ENSG00000255508.3","MIR3654","mRNA","protein coding mRNAs","promoter"
"ENSG00000255501.1","CARD18","others","protein coding mRNAs","enhancer"
"ENSG00000255482.1","RP11-315O6.2","others","protein coding mRNAs","enhancer"
"ENSG00000255468.2","RP11-867G23.8","mRNA","protein coding mRNAs","promoter"
"ENSG00000255439.2","RP11-196G11.1","mRNA","protein coding mRNAs","promoter"
"ENSG00000255432.1","RP11-831H9.11","mRNA","protein coding mRNAs","promoter"
"ENSG00000255408.2","PCDHA3","mRNA","protein coding mRNAs","promoter"
"ENSG00000255398.2","HCAR3","others","protein coding mRNAs","dyadic"
"ENSG00000255384.1","RP11-770J1.4","mRNA","protein coding mRNAs","promoter"
"ENSG00000255359.2","CCDC179","others","protein coding mRNAs","no"
"ENSG00000255346.5","NOX5","mRNA","protein coding mRNAs","promoter"
"ENSG00000255339.2","NDUFB8","mRNA","protein coding mRNAs","promoter"
"ENSG00000255330.4","SOGA3","mRNA","protein coding mRNAs","promoter"
